28.12.2011 13:00;7,6;Ветер, дующий с юго-юго-запада;Снег и/или другие виды твердых осадков
28.12.2011 10:00;7,4;Ветер, дующий с юго-юго-запада;Снег и/или другие виды твердых осадков
28.12.2011 7:00;6,9;Ветер, дующий с юго-юго-запада;Снег и/или другие виды твердых осадков
28.12.2011 4:00;7,1;Ветер, дующий с юго-запада;Снег и/или другие виды твердых осадков
28.12.2011 1:00;7,4;Ветер, дующий с западо-северо-запада;Снег и/или другие виды твердых осадков
27.12.2011 22:00;7,7;Ветер, дующий с запада;Снег и/или другие виды твердых осадков
27.12.2011 19:00;8,3;Ветер, дующий с запада;Снег и/или другие виды твердых осадков
27.12.2011 16:00;9;Ветер, дующий с запада;Снег и/или другие виды твердых осадков
27.12.2011 13:00;10,1;Ветер, дующий с запада;Снег и/или другие виды твердых осадков
27.12.2011 10:00;10,2;Ветер, дующий с западо-юго-запада;Снег и/или другие виды твердых осадков
27.12.2011 7:00;10,2;Ветер, дующий с западо-юго-запада;Снег и/или другие виды твердых осадков
27.12.2011 4:00;9,9;Ветер, дующий с западо-юго-запада;Снег и/или другие виды твердых осадков
27.12.2011 1:00;9,4;Ветер, дующий с юго-запада;Снег и/или другие виды твердых осадков
26.12.2011 22:00;9,6;Ветер, дующий с юго-запада;Снег и/или другие виды твердых осадков
26.12.2011 19:00;9,6;Ветер, дующий с юго-запада;Снег и/или другие виды твердых осадков
26.12.2011 16:00;9,9;Ветер, дующий с западо-юго-запада;Снег и/или другие виды твердых осадков
26.12.2011 13:00;10,3;Ветер, дующий с запада;Снег и/или другие виды твердых осадков
26.12.2011 10:00;9,3;Ветер, дующий с западо-юго-запада;Снег и/или другие виды твердых осадков
26.12.2011 7:00;8,8;Ветер, дующий с западо-юго-запада;Снег и/или другие виды твердых осадков
26.12.2011 4:00;8,9;Ветер, дующий с западо-юго-запада;Снег и/или другие виды твердых осадков
26.12.2011 1:00;7,5;Ветер, дующий с юго-запада;Снег и/или другие виды твердых осадков
25.12.2011 22:00;7;Ветер, дующий с юго-запада;Снег и/или другие виды твердых осадков
25.12.2011 19:00;6,6;Ветер, дующий с юго-запада;Снег и/или другие виды твердых осадков
25.12.2011 16:00;6,2;Ветер, дующий с юго-запада;Снег и/или другие виды твердых осадков
25.12.2011 13:00;5,1;Ветер, дующий с юго-запада;Снег и/или другие виды твердых осадков
25.12.2011 10:00;3,6;Ветер, дующий с юго-запада;Снег и/или другие виды твердых осадков
25.12.2011 7:00;3;Ветер, дующий с юго-запада;Снег и/или другие виды твердых осадков
25.12.2011 4:00;3,8;Ветер, дующий с юго-запада;Снег и/или другие виды твердых осадков
25.12.2011 1:00;3,2;Ветер, дующий с запада;Снег и/или другие виды твердых осадков
24.12.2011 22:00;3,7;Ветер, дующий с западо-северо-запада;Снег и/или другие виды твердых осадков
24.12.2011 19:00;4,9;Ветер, дующий с западо-северо-запада;Снег и/или другие виды твердых осадков
24.12.2011 16:00;5,2;Ветер, дующий с западо-северо-запада;Снег и/или другие виды твердых осадков
24.12.2011 13:00;7;Ветер, дующий с западо-северо-запада;Снег и/или другие виды твердых осадков
24.12.2011 10:00;6,9;Ветер, дующий с западо-юго-запада;Снег и/или другие виды твердых осадков
24.12.2011 4:00;7,7;Ветер, дующий с юго-юго-запада;Снег и/или другие виды твердых осадков
24.12.2011 1:00;7,9;Ветер, дующий с юго-запада;Снег и/или другие виды твердых осадков
23.12.2011 22:00;8,2;Ветер, дующий с юго-запада;
23.12.2011 19:00;8,5;Ветер, дующий с юго-запада;
23.12.2011 16:00;9;Ветер, дующий с юго-запада;
23.12.2011 13:00;8,8;Ветер, дующий с запада;
23.12.2011 10:00;7,7;Ветер, дующий с юго-запада;
23.12.2011 7:00;6,7;Ветер, дующий с юго-юго-запада;
23.12.2011 4:00;6;Ветер, дующий с западо-юго-запада;
23.12.2011 1:00;4,9;Ветер, дующий с юго-запада;
22.12.2011 22:00;4,6;Ветер, дующий с юга;
22.12.2011 19:00;4,4;Ветер, дующий с юго-юго-востока;
22.12.2011 16:00;4,6;Ветер, дующий с юго-востока;
22.12.2011 13:00;4,7;Ветер, дующий с юго-запада;
22.12.2011 10:00;2,2;;
22.12.2011 7:00;1,9;Ветер, дующий с запада;
22.12.2011 4:00;1,5;Ветер, дующий с западо-северо-запада;
22.12.2011 1:00;2,6;Ветер, дующий с западо-северо-запада;
21.12.2011 22:00;2;Ветер, дующий с западо-северо-запада;
21.12.2011 19:00;3,7;Ветер, дующий с западо-северо-запада;
21.12.2011 16:00;4,2;Ветер, дующий с западо-северо-запада;
21.12.2011 13:00;4,4;Ветер, дующий с северо-запада;
21.12.2011 10:00;2,6;Ветер, дующий с западо-северо-запада;
21.12.2011 7:00;2,2;Ветер, дующий с северо-запада;Ливень (ливни)
21.12.2011 4:00;2,1;Ветер, дующий с западо-юго-запада;Ливень (ливни)
21.12.2011 1:00;1,1;Ветер, дующий с юго-юго-востока;Ливень (ливни)
20.12.2011 22:00;1,2;Ветер, дующий с юга;Ливень (ливни)
20.12.2011 19:00;2;Ветер, дующий с юга;Ливень (ливни)
20.12.2011 16:00;2,1;Ветер, дующий с юго-юго-востока;Ливень (ливни)
20.12.2011 13:00;2,4;Ветер, дующий с юга;Ливень (ливни)
20.12.2011 10:00;0,8;Ветер, дующий с юго-юго-востока;Ливень (ливни)
20.12.2011 7:00;0,8;Ветер, дующий с юга;Ливень (ливни)
20.12.2011 4:00;1,5;Ветер, дующий с юго-юго-запада;Ливень (ливни)
20.12.2011 1:00;1,8;Ветер, дующий с юго-юго-запада;Ливень (ливни)
19.12.2011 22:00;2,6;Ветер, дующий с юго-юго-запада;Ливень (ливни)
19.12.2011 19:00;3;Ветер, дующий с западо-юго-запада;Ливень (ливни)
19.12.2011 16:00;2,6;Ветер, дующий с юго-запада;Ливень (ливни)
19.12.2011 13:00;3,3;Ветер, дующий с юго-запада;Ливень (ливни)
19.12.2011 10:00;2,7;Ветер, дующий с юго-запада;Ливень (ливни)
19.12.2011 7:00;2,6;Ветер, дующий с юго-запада;Ливень (ливни)
19.12.2011 4:00;2,9;Ветер, дующий с западо-юго-запада;Ливень (ливни)
19.12.2011 1:00;2,6;Ветер, дующий с запада;Ливень (ливни)
18.12.2011 22:00;2,4;Ветер, дующий с запада;Ливень (ливни)
18.12.2011 19:00;2,8;Ветер, дующий с западо-юго-запада;Ливень (ливни)
18.12.2011 16:00;2,8;Ветер, дующий с запада;Ливень (ливни)
18.12.2011 13:00;4,2;Ветер, дующий с западо-юго-запада;Ливень (ливни)
18.12.2011 10:00;3,4;Ветер, дующий с западо-юго-запада;Ливень (ливни)
18.12.2011 7:00;3,4;Ветер, дующий с западо-юго-запада;Ливень (ливни)
18.12.2011 4:00;3,9;Ветер, дующий с запада;Ливень (ливни)
18.12.2011 1:00;3,8;Ветер, дующий с запада;Ливень (ливни)
17.12.2011 22:00;3,8;Ветер, дующий с запада;Ливень (ливни)
17.12.2011 19:00;4,2;Ветер, дующий с западо-северо-запада;Ливень (ливни)
17.12.2011 16:00;4,5;Ветер, дующий с западо-северо-запада;Ливень (ливни)
17.12.2011 13:00;4,4;Ветер, дующий с западо-северо-запада;Ливень (ливни)
17.12.2011 10:00;3,3;Ветер, дующий с западо-северо-запада;Ливень (ливни)
17.12.2011 7:00;3,3;Ветер, дующий с западо-северо-запада;Ливень (ливни)
17.12.2011 4:00;3,5;Ветер, дующий с западо-северо-запада;Ливень (ливни)
17.12.2011 1:00;1,3;Ветер, дующий с западо-северо-запада;Ливень (ливни)
16.12.2011 22:00;1;Ветер, дующий с западо-юго-запада;Ливень (ливни)
16.12.2011 19:00;7,3;Ветер, дующий с юго-юго-запада;Ливень (ливни)
16.12.2011 16:00;2,4;Ветер, дующий с юго-востока;Ливень (ливни)
16.12.2011 13:00;3,6;Ветер, дующий с юго-востока;Ливень (ливни)
16.12.2011 10:00;4,1;Ветер, дующий с юго-востока;Ливень (ливни)
16.12.2011 7:00;3,6;Ветер, дующий с юго-юго-востока;Ливень (ливни)
16.12.2011 4:00;4,9;Ветер, дующий с юго-юго-запада;Ливень (ливни)
16.12.2011 1:00;4,4;Ветер, дующий с юго-юго-запада;Ливень (ливни)
15.12.2011 22:00;5,3;Ветер, дующий с юго-юго-запада;Ливень (ливни)
15.12.2011 19:00;6,3;Ветер, дующий с юго-юго-запада;Ливень (ливни)
15.12.2011 16:00;6;Ветер, дующий с юго-запада;Ливень (ливни)
15.12.2011 13:00;5,5;Ветер, дующий с юго-запада;Ливень (ливни)
15.12.2011 10:00;4,5;Ветер, дующий с юго-юго-запада;Ливень (ливни)
15.12.2011 7:00;4,7;Ветер, дующий с юго-юго-запада;Ливень (ливни)
15.12.2011 4:00;5;Ветер, дующий с юго-запада;Ливень (ливни)
15.12.2011 1:00;5,5;Ветер, дующий с юго-запада;Ливень (ливни)
14.12.2011 22:00;6,2;Ветер, дующий с юго-запада;Ливень (ливни)
14.12.2011 19:00;6,9;Ветер, дующий с юго-запада;Ливень (ливни)
14.12.2011 16:00;9,8;Ветер, дующий с юго-юго-запада;Ливень (ливни)
14.12.2011 13:00;7,3;Ветер, дующий с юго-юго-востока;Ливень (ливни)
14.12.2011 10:00;6,5;Ветер, дующий с юга;Ливень (ливни)
14.12.2011 7:00;5,1;Ветер, дующий с юго-юго-запада;Ливень (ливни)
14.12.2011 4:00;5,9;Ветер, дующий с юго-юго-запада;Ливень (ливни)
14.12.2011 1:00;5,5;Ветер, дующий с юго-юго-запада;Ливень (ливни)
13.12.2011 22:00;6,9;Ветер, дующий с юга;Ливень (ливни)
13.12.2011 19:00;6,9;Ветер, дующий с юго-юго-запада;Ливень (ливни)
13.12.2011 16:00;6;Ветер, дующий с юго-юго-запада;Ливень (ливни)
13.12.2011 13:00;5,2;Ветер, дующий с юга;Ливень (ливни)
13.12.2011 10:00;5,5;Ветер, дующий с юго-юго-запада;Ливень (ливни)
13.12.2011 7:00;3,1;Ветер, дующий с юга;Ливень (ливни)
13.12.2011 4:00;2,3;Ветер, дующий с юго-юго-запада;Ливень (ливни)
13.12.2011 1:00;3,6;Ветер, дующий с юго-запада;Ливень (ливни)
12.12.2011 22:00;5,5;Ветер, дующий с запада;Ливень (ливни)
12.12.2011 19:00;6,8;Ветер, дующий с запада;Ливень (ливни)
12.12.2011 16:00;6,9;Ветер, дующий с юго-юго-запада;Ливень (ливни)
12.12.2011 13:00;7,1;Ветер, дующий с юго-юго-запада;Ливень (ливни)
12.12.2011 10:00;4,1;Ветер, дующий с юго-юго-востока;Ливень (ливни)
12.12.2011 7:00;0,4;Ветер, дующий с юго-юго-востока;Ливень (ливни)
12.12.2011 4:00;-0,8;Ветер, дующий с юго-востока;Ливень (ливни)
12.12.2011 1:00;-0,1;Ветер, дующий с юго-юго-востока;Ливень (ливни)
11.12.2011 22:00;1,2;Ветер, дующий с юго-юго-востока;Ливень (ливни)
11.12.2011 19:00;1,2;Ветер, дующий с юга;Ливень (ливни)
11.12.2011 16:00;2,8;Ветер, дующий с юго-юго-запада;Ливень (ливни)
11.12.2011 13:00;4,2;Ветер, дующий с юго-запада;Ливень (ливни)
11.12.2011 10:00;1,7;Ветер, дующий с юго-запада;Ливень (ливни)
11.12.2011 7:00;0,9;Ветер, дующий с юго-запада;
11.12.2011 4:00;1,1;Ветер, дующий с юго-запада;
11.12.2011 1:00;3,8;Ветер, дующий с западо-юго-запада;
10.12.2011 22:00;3,5;Ветер, дующий с западо-юго-запада;
10.12.2011 19:00;3,5;Ветер, дующий с западо-юго-запада;
10.12.2011 16:00;4,7;Ветер, дующий с запада;
10.12.2011 13:00;4,7;Ветер, дующий с запада;
10.12.2011 10:00;3,7;Ветер, дующий с западо-юго-запада;
10.12.2011 7:00;2,1;Ветер, дующий с юго-запада;
10.12.2011 4:00;3,4;Ветер, дующий с западо-юго-запада;
10.12.2011 1:00;4,5;Ветер, дующий с западо-юго-запада;
09.12.2011 22:00;5;Ветер, дующий с юго-запада;
09.12.2011 19:00;5,9;Ветер, дующий с юго-запада;
09.12.2011 16:00;7;Ветер, дующий с западо-юго-запада;
09.12.2011 13:00;7,9;Ветер, дующий с западо-юго-запада;
09.12.2011 10:00;6;Ветер, дующий с западо-юго-запада;
09.12.2011 7:00;6,5;Ветер, дующий с западо-юго-запада;
09.12.2011 4:00;7,8;Ветер, дующий с юго-запада;
09.12.2011 1:00;6,4;Ветер, дующий с юго-юго-запада;
08.12.2011 22:00;5,4;Ветер, дующий с юго-юго-запада;
08.12.2011 19:00;5,2;Ветер, дующий с юго-юго-запада;
08.12.2011 16:00;5,9;Ветер, дующий с юго-запада;
08.12.2011 13:00;5,8;Ветер, дующий с западо-юго-запада;
08.12.2011 10:00;5,1;Ветер, дующий с западо-северо-запада;
08.12.2011 7:00;4,8;Ветер, дующий с западо-северо-запада;
08.12.2011 4:00;4,6;Ветер, дующий с западо-северо-запада;
08.12.2011 1:00;3,8;Ветер, дующий с западо-северо-запада;
07.12.2011 22:00;4,7;Ветер, дующий с запада;
07.12.2011 19:00;5,2;Ветер, дующий с запада;
07.12.2011 16:00;4,6;Ветер, дующий с юго-запада;
07.12.2011 13:00;4,5;Ветер, дующий с юга;
07.12.2011 10:00;2,4;Ветер, дующий с юго-юго-запада;
07.12.2011 7:00;1,2;Ветер, дующий с юго-юго-запада;
07.12.2011 4:00;2,3;Ветер, дующий с юго-запада;
07.12.2011 1:00;3,5;Ветер, дующий с западо-юго-запада;
06.12.2011 22:00;4,2;Ветер, дующий с юго-запада;
06.12.2011 19:00;4,4;Ветер, дующий с юго-запада;
06.12.2011 16:00;5,4;Ветер, дующий с юго-запада;
06.12.2011 13:00;4,1;Ветер, дующий с юго-запада;
06.12.2011 10:00;2,6;Ветер, дующий с юго-запада;
06.12.2011 7:00;3,2;Ветер, дующий с западо-юго-запада;
06.12.2011 4:00;3,5;Ветер, дующий с западо-юго-запада;
06.12.2011 1:00;3,1;Ветер, дующий с юго-запада;
05.12.2011 22:00;3,4;Ветер, дующий с юго-запада;
05.12.2011 19:00;3,1;Ветер, дующий с юго-запада;
05.12.2011 16:00;3,2;Ветер, дующий с запада;
05.12.2011 13:00;5;Ветер, дующий с запада;
05.12.2011 10:00;4,8;Ветер, дующий с запада;
05.12.2011 7:00;4,8;Ветер, дующий с запада;
05.12.2011 4:00;6,5;Ветер, дующий с юго-запада;
05.12.2011 1:00;6,8;Ветер, дующий с юго-запада;
04.12.2011 22:00;6,4;Ветер, дующий с юго-юго-запада;
04.12.2011 19:00;5,3;Ветер, дующий с юго-юго-запада;
04.12.2011 16:00;8,1;Ветер, дующий с запада;
04.12.2011 13:00;8,8;Ветер, дующий с запада;
04.12.2011 10:00;8,1;Ветер, дующий с юго-запада;
04.12.2011 7:00;7,7;Ветер, дующий с юго-запада;
04.12.2011 4:00;6,5;Ветер, дующий с юго-запада;
04.12.2011 1:00;6,7;Ветер, дующий с юго-запада;
03.12.2011 22:00;7,3;Ветер, дующий с западо-юго-запада;
03.12.2011 19:00;6,9;Ветер, дующий с юго-запада;
03.12.2011 16:00;5,6;Ветер, дующий с юго-юго-запада;
03.12.2011 13:00;6,7;Ветер, дующий с юго-запада;
03.12.2011 10:00;4,5;Ветер, дующий с юго-юго-запада;
03.12.2011 7:00;2;Ветер, дующий с юга;
03.12.2011 4:00;3,9;Ветер, дующий с юго-запада;
03.12.2011 1:00;5,2;Ветер, дующий с юго-запада;
02.12.2011 22:00;6,1;Ветер, дующий с юго-запада;
02.12.2011 19:00;6,2;Ветер, дующий с запада;
02.12.2011 16:00;6,5;Ветер, дующий с западо-северо-запада;
02.12.2011 13:00;12,9;Ветер, дующий с юго-запада;
02.12.2011 10:00;12;Ветер, дующий с юго-запада;
02.12.2011 7:00;10,1;Ветер, дующий с юга;
02.12.2011 4:00;8,9;Ветер, дующий с юга;
02.12.2011 1:00;9,3;Ветер, дующий с юго-юго-запада;
01.12.2011 22:00;8,4;Ветер, дующий с юга;
01.12.2011 19:00;7,5;Ветер, дующий с юго-юго-запада;
01.12.2011 16:00;7,5;Ветер, дующий с юго-юго-запада;
01.12.2011 13:00;6,3;Ветер, дующий с юга;
01.12.2011 10:00;1,9;Ветер, дующий с юго-юго-востока;
01.12.2011 7:00;0,7;Ветер, дующий с юго-востока;
01.12.2011 4:00;0,4;Ветер, дующий с юга;
01.12.2011 1:00;1,6;Ветер, дующий с юга;
30.11.2011 22:00;4,2;Ветер, дующий с юго-запада;
30.11.2011 19:00;5,7;Ветер, дующий с юго-запада;
30.11.2011 16:00;8,5;Ветер, дующий с западо-юго-запада;
30.11.2011 13:00;10,2;Ветер, дующий с запада;
30.11.2011 10:00;8,3;Ветер, дующий с западо-юго-запада;
30.11.2011 7:00;6,9;Ветер, дующий с юго-запада;
30.11.2011 1:00;2,9;Ветер, дующий с юго-юго-запада;
29.11.2011 22:00;3,2;Ветер, дующий с юго-юго-запада;
29.11.2011 19:00;4;Ветер, дующий с юго-юго-востока;
29.11.2011 16:00;6,6;Ветер, дующий с юго-юго-востока;
29.11.2011 13:00;7,8;Ветер, дующий с юго-юго-запада;
29.11.2011 10:00;1,8;Ветер, дующий с юго-юго-востока;
29.11.2011 7:00;-0,1;Ветер, дующий с юга;
29.11.2011 4:00;1,2;Ветер, дующий с юго-юго-запада;
29.11.2011 1:00;2;Ветер, дующий с юго-юго-востока;
28.11.2011 22:00;3,6;Ветер, дующий с юго-юго-запада;
28.11.2011 19:00;5,5;Ветер, дующий с юго-запада;
28.11.2011 16:00;8,3;Ветер, дующий с западо-юго-запада;
28.11.2011 13:00;9,4;Ветер, дующий с запада;
28.11.2011 10:00;6,5;Ветер, дующий с запада;
28.11.2011 7:00;5,9;Ветер, дующий с запада;
28.11.2011 4:00;7,1;Ветер, дующий с запада;
28.11.2011 1:00;8,3;Ветер, дующий с запада;
27.11.2011 22:00;9,6;Ветер, дующий с запада;
27.11.2011 19:00;9,5;Ветер, дующий с западо-юго-запада;
27.11.2011 16:00;10,5;Ветер, дующий с западо-юго-запада;
27.11.2011 13:00;8,9;Ветер, дующий с юго-запада;
27.11.2011 7:00;8,6;Ветер, дующий с юго-запада;
27.11.2011 4:00;8,7;Ветер, дующий с юго-запада;
27.11.2011 1:00;8,8;Ветер, дующий с юго-запада;
26.11.2011 22:00;7,6;Ветер, дующий с юго-запада;
26.11.2011 19:00;7,6;Ветер, дующий с юго-запада;
26.11.2011 16:00;7,6;Ветер, дующий с юго-запада;
26.11.2011 13:00;8,6;Ветер, дующий с западо-юго-запада;
26.11.2011 10:00;6,7;Ветер, дующий с западо-юго-запада;
26.11.2011 7:00;5,4;Ветер, дующий с юго-запада;
26.11.2011 4:00;6,8;Ветер, дующий с западо-юго-запада;
26.11.2011 1:00;6,3;Ветер, дующий с западо-юго-запада;
25.11.2011 22:00;7,4;Ветер, дующий с запада;
25.11.2011 19:00;7,2;Ветер, дующий с западо-юго-запада;
25.11.2011 16:00;8,5;Ветер, дующий с юго-запада;
25.11.2011 13:00;9,2;Ветер, дующий с юго-запада;
25.11.2011 10:00;4,5;Ветер, дующий с юго-юго-запада;
25.11.2011 7:00;2,3;Ветер, дующий с юга;
25.11.2011 4:00;1,9;Ветер, дующий с юго-юго-запада;
25.11.2011 1:00;3,4;Ветер, дующий с юга;
24.11.2011 22:00;4,8;Ветер, дующий с юго-запада;
24.11.2011 19:00;5,9;Ветер, дующий с юго-юго-запада;
24.11.2011 16:00;8,4;Ветер, дующий с юго-юго-запада;
24.11.2011 13:00;9,2;Ветер, дующий с юго-запада;
24.11.2011 10:00;4,6;Ветер, дующий с юго-юго-запада;
24.11.2011 7:00;2,4;Ветер, дующий с западо-юго-запада;
24.11.2011 4:00;0,8;Ветер, дующий с юга;
24.11.2011 1:00;0,1;Ветер, дующий с юга;
23.11.2011 22:00;0,8;Ветер, дующий с юго-востока;
23.11.2011 19:00;0,7;Ветер, дующий с юго-юго-востока;
23.11.2011 16:00;0,7;Ветер, дующий с юга;
23.11.2011 13:00;1;Ветер, дующий с востоко-юго-востока;
23.11.2011 10:00;0;Ветер, дующий с западо-северо-запада;
23.11.2011 7:00;-0,1;Ветер, дующий с юго-востока;
23.11.2011 4:00;0,1;Ветер, дующий с юго-юго-востока;
23.11.2011 1:00;-0,1;Ветер, дующий с юго-востока;
22.11.2011 22:00;0,8;Ветер, дующий с востоко-юго-востока;
22.11.2011 19:00;2;Ветер, дующий с востоко-юго-востока;
22.11.2011 16:00;4,8;Ветер, дующий с востоко-юго-востока;
22.11.2011 13:00;5,6;Ветер, дующий с востоко-юго-востока;
22.11.2011 10:00;1,8;Ветер, дующий с юго-востока;
22.11.2011 7:00;1,3;Ветер, дующий с востоко-юго-востока;
22.11.2011 4:00;1;Ветер, дующий с востоко-юго-востока;
22.11.2011 1:00;0,3;Ветер, дующий с востоко-юго-востока;
21.11.2011 22:00;0,2;Ветер, дующий с востоко-юго-востока;
21.11.2011 19:00;2,1;Ветер, дующий с востоко-юго-востока;
21.11.2011 16:00;5;Ветер, дующий с востока;
21.11.2011 13:00;6,9;Ветер, дующий с востоко-юго-востока;
21.11.2011 10:00;3,1;Ветер, дующий с востоко-юго-востока;
21.11.2011 7:00;-0,5;Ветер, дующий с востоко-юго-востока;
21.11.2011 4:00;-0,1;Ветер, дующий с востоко-юго-востока;
21.11.2011 1:00;0,4;Ветер, дующий с востоко-юго-востока;
20.11.2011 22:00;3,9;Ветер, дующий с юго-востока;
20.11.2011 19:00;6;Ветер, дующий с юго-юго-востока;
20.11.2011 16:00;7,1;Ветер, дующий с юго-востока;
20.11.2011 13:00;7,5;Ветер, дующий с юго-юго-запада;
20.11.2011 10:00;6,6;Ветер, дующий с юга;
20.11.2011 7:00;6,4;Ветер, дующий с юга;
20.11.2011 4:00;6,6;Ветер, дующий с юго-юго-востока;
20.11.2011 1:00;6,5;Ветер, дующий с востока;
19.11.2011 22:00;6,9;Ветер, дующий с юга;
19.11.2011 19:00;7,2;Ветер, дующий с юга;
19.11.2011 16:00;8,3;Ветер, дующий с юга;
19.11.2011 13:00;9,5;;
19.11.2011 10:00;4,7;Ветер, дующий с юго-юго-востока;
19.11.2011 7:00;3,6;Ветер, дующий с юго-востока;
19.11.2011 4:00;3,4;Ветер, дующий с юго-юго-востока;
19.11.2011 1:00;3,1;Ветер, дующий с юго-востока;
18.11.2011 22:00;2,7;Ветер, дующий с юго-юго-востока;
18.11.2011 19:00;2,3;Ветер, дующий с юго-юго-востока;
18.11.2011 16:00;2,5;Ветер, дующий с юго-юго-востока;
18.11.2011 13:00;1,9;;
18.11.2011 10:00;1;Ветер, дующий с запада;
18.11.2011 7:00;0;Ветер, дующий с юга;
18.11.2011 4:00;0,1;Ветер, дующий с западо-юго-запада;
18.11.2011 1:00;-0,1;Ветер, дующий с запада;
17.11.2011 22:00;0,7;Ветер, дующий с западо-северо-запада;
17.11.2011 19:00;1;Ветер, дующий с западо-юго-запада;
17.11.2011 16:00;0,5;Ветер, дующий с юго-запада;
17.11.2011 13:00;0,1;;
17.11.2011 10:00;-1;Ветер, дующий с юго-юго-запада;
17.11.2011 7:00;-0,5;Ветер, дующий с юга;
17.11.2011 4:00;0,4;Ветер, дующий с юго-востока;
17.11.2011 1:00;0,8;Ветер, дующий с востоко-юго-востока;
16.11.2011 22:00;1,5;Ветер, дующий с юго-востока;
16.11.2011 19:00;3,5;Ветер, дующий с востоко-юго-востока;
16.11.2011 16:00;6,1;Ветер, дующий с юго-востока;
16.11.2011 13:00;7,1;Ветер, дующий с юго-востока;
16.11.2011 10:00;3,2;Ветер, дующий с юго-юго-востока;
16.11.2011 7:00;2,2;Ветер, дующий с востока;
16.11.2011 4:00;1,9;Ветер, дующий с востока;
16.11.2011 1:00;1,5;Ветер, дующий с востока;
15.11.2011 22:00;0,9;Ветер, дующий с востока;
15.11.2011 19:00;1;Ветер, дующий с востоко-северо-востока;
15.11.2011 16:00;1,4;Ветер, дующий с востока;
15.11.2011 13:00;1,4;Ветер, дующий с востока;
15.11.2011 10:00;1,3;Ветер, дующий с востоко-северо-востока;
15.11.2011 7:00;1,6;Ветер, дующий с востоко-юго-востока;
15.11.2011 4:00;1,9;Ветер, дующий с востоко-юго-востока;
15.11.2011 1:00;2,1;Ветер, дующий с востоко-юго-востока;
14.11.2011 22:00;0,8;Ветер, дующий с востока;
14.11.2011 19:00;-1;Ветер, дующий с северо-востока;
14.11.2011 16:00;3,3;;
14.11.2011 13:00;5,4;Ветер, дующий с востоко-северо-востока;
14.11.2011 10:00;1,5;Ветер, дующий с юго-юго-запада;
14.11.2011 7:00;-1,5;Ветер, дующий с востоко-юго-востока;
14.11.2011 4:00;-2,6;Штиль, безветрие;
14.11.2011 1:00;-0,7;Ветер, дующий с востоко-юго-востока;
13.11.2011 22:00;0,9;Ветер, дующий с юго-юго-запада;
13.11.2011 19:00;3,8;Ветер, дующий с юго-востока;
13.11.2011 16:00;7,3;Ветер, дующий с востока;
13.11.2011 13:00;7,2;Ветер, дующий с востоко-северо-востока;
13.11.2011 10:00;1,9;Ветер, дующий с юго-востока;
13.11.2011 7:00;-2,3;Ветер, дующий с востоко-северо-востока;
13.11.2011 4:00;0,1;Ветер, дующий с юго-востока;
13.11.2011 1:00;0,3;Ветер, дующий с юго-востока;
12.11.2011 22:00;1,7;Ветер, дующий с юго-востока;
12.11.2011 19:00;3,3;Ветер, дующий с юго-востока;
12.11.2011 16:00;6,6;Ветер, дующий с востоко-юго-востока;
12.11.2011 13:00;6,6;Ветер, дующий с юго-востока;
12.11.2011 10:00;1,6;Ветер, дующий с востоко-юго-востока;
